book,chapter,verse,text,lemmatized
Поновљени закони,9,2,"да покориш велик и висок народ, синове Енакове, које знаш и за које си слушао: ""Ко ће синовима Енаковима одолети?""","да покориш велик и висок народ , синове енакове , које знаш и за које си слушао : "" ко ће синовима енаковима одолети ? """
Поновљени закони,9,3,"Знај данас да ће сам Господ, Бог твој, ићи пред тобом, као огањ који спаљује; он ће их уништити и он ће их пред тобом оборити, и ти ћеш их брзо изагнати и истребити, као што ти је Господ казао.","знај данас да ће сам господ , бог твој , ићи пред тобом , као огањ који спаљује ; он ће их уништити и он ће их пред тобом оборити , и ти ћеш их брзо изагнати и истребити , као што ти је господ казао ."
Поновљени закони,9,4,"Кад их Господ, Бог твој, отера испред тебе, не реци у срцу своме: Ради правде моје уведе ме Господ у ову земљу; јер Господ тера оне народе испред тебе због неваљалства њихова.","кад их господ , бог твој , отера испред тебе , не реци у срцу своме : ради правде моје уведе ме господ у ову земљу ; јер господ тера оне народе испред тебе због неваљалства њихова ."
Поновљени закони,9,5,"Не, није због правде своје, ни због чистог срца свога да заузимаш ту земљу; него због неваљалства тих народа Господ, Бог твој, тера их испред тебе, и да потврди реч којом се заклео оцима твојим, Аврааму, Исаку и Јакову.","не , није због правде своје , ни због чистог срца свога да заузимаш ту земљу ; него због неваљалства тих народа господ , бог твој , тера их испред тебе , и да потврди реч којом се заклео оцима твојим , аврааму , исаку и јакову ."
Поновљени закони,9,6,"Знај дакле да ти Господ, Бог твој, не даје ту добру земљу да је ти држиш ради правде твоје; јер си ти тврдоврат народ.","знај дакле да ти господ , бог твој , не даје ту добру земљу да је ти држиш ради правде твоје ; јер си ти тврдоврат народ ."
Поновљени закони,9,7,"Сећај се и не заборави како си гневио Господа, Бога свога, у пустињи. Од дана кад изиђосте из земље египатске па док дођосте на ово место непокорни бејасте Господу.","сећај се и не заборави како си гневио господа , бога свога , у пустињи . од дана кад изиђосте из земље египатске па док дођосте на ово место непокорни бејасте господу ."
Поновљени закони,9,8,"У Хориву изазвасте гнев Господњи, и Господ се разгневи на вас и хтеде да вас истреби.","у хориву изазвасте гнев господњи , и господ се разгневи на вас и хтеде да вас истреби ."
Поновљени закони,9,9,"Кад изиђох на гору да примим плоче камене, плоче савеза који с вама учини Господ, ја остах четрдесет дана и четрдесет ноћи на гори, не једући","кад изиђох на гору да примим плоче камене , плоче савеза који с вама учини господ , ја остах четрдесет дана и четрдесет ноћи на гори , не једући"
Поновљени закони,9,10,"и Господ ми даде две плоче камене, написане прстом Господњим, на којима бејаху све речи које вам Господ изрече на гори испред огња на дан збора.","и господ ми даде две плоче камене , написане прстом господњим , на којима бејаху све речи које вам господ изрече на гори испред огња на дан збора ."
Поновљени закони,9,11,"После четрдесет дана и четрдесет ноћи даде ми Господ две плоче камене, плоче савеза.","после четрдесет дана и четрдесет ноћи даде ми господ две плоче камене , плоче савеза ."
Поновљени закони,9,12,"Тада ми Господ рече: Устани, сиђи брже одавде, јер се поквари народ твој који си извео из Египта. Сврнуше брзо с пута који им одредих, и начинише себи ливен кип.","тада ми господ рече : устани , сиђи брже одавде , јер се поквари народ твој који си извео из египта . сврнуше брзо с пута који им одредих , и начинише себи ливен кип ."
Поновљени закони,9,13,"Господ ми рече: Видим да је овај народ, народ тврда врата.","господ ми рече : видим да је овај народ , народ тврда врата ."
Поновљени закони,9,14,Пусти ми да их затрем и име њихово избришем под небом; а од тебе ћу учинити народ већи и јачи него што је овај.,пусти ми да их затрем и име њихово избришем под небом ; а од тебе ћу учинити народ већи и јачи него што је овај .
Поновљени закони,9,15,Ја се вратих и сиђох с горе која беше сва у пламену и две плоче савеза бејаху ми у рукама.,ја се вратих и сиђох с горе која беше сва у пламену и две плоче савеза бејаху ми у рукама .
Поновљени закони,9,16,"Погледах и гле, ви већ сагрешисте Господу, Богу своме, саливши себи теле; брзо сврнусте с пута који вам беше одредио Господ.","погледах и гле , ви већ сагрешисте господу , богу своме , саливши себи теле ; брзо сврнусте с пута који вам беше одредио господ ."
Поновљени закони,9,17,Ја узех оне две плоче и бацих их из руку својих и разбих их пред очима вашим.,ја узех оне две плоче и бацих их из руку својих и разбих их пред очима вашим .
Поновљени закони,9,18,"Падох и остах тако пред Господом као пре четрдесет дана и четрдесет ноћи, не једући хлеба и не пијући воде, због свих греха које починисте учинвши што је зло пред очима Господњим, да га разгневите.","падох и остах тако пред господом као пре четрдесет дана и четрдесет ноћи , не једући хлеба и не пијући воде , због свих греха које починисте учинвши што је зло пред очима господњим , да га разгневите ."
Поновљени закони,9,19,"Јер се ја запрепастих гледајући гнев и јарост којом се Господ беше наљутио на вас, да вас истреби. Али ме Господ и тад услиши.","јер се ја запрепастих гледајући гнев и јарост којом се господ беше наљутио на вас , да вас истреби . али ме господ и тад услиши ."
Поновљени закони,9,20,"Господ се беше много и на Арона разгневио, да хтедне да учини да он погине, и ја измолих тада милост за њега.","господ се беше много и на арона разгневио , да хтедне да учини да он погине , и ја измолих тада милост за њега ."
Поновљени закони,9,21,"Узех теле које начинисте, то дело греха вашега, и сажегох га огњем и разбих га и сатрах га у прах, и просух прах његов у поток који тече из горе.","узех теле које начинисте , то дело греха вашега , и сажегох га огњем и разбих га и сатрах га у прах , и просух прах његов у поток који тече из горе ."
Поновљени закони,9,22,И у Тавери и у Маси и у Иврот-Атави изазвасте гнев Господњи.,и у тавери и у маси и у иврот-атави изазвасте гнев господњи .
Поновљени закони,9,23,"И кад вас Господ посла у Кадис-Варну, говорећи: Идите и узмите ту земљу коју вам дајем!, опет се супротисте заповести Господа, Бога свога, и не имасте вере у њега и не послушасте гласа његова.","и кад вас господ посла у кадис-варну , говорећи : идите и узмите ту земљу коју вам дајем ! , опет се супротисте заповести господа , бога свога , и не имасте вере у њега и не послушасте гласа његова ."
Поновљени закони,9,24,Непокорни бејасте Господу од кад вас знам.,непокорни бејасте господу од кад вас знам .
Поновљени закони,9,25,"Зато падох и остах тако пред Господом четрдесет дана и четрдесет ноћи, јер Господ беше рекао да ће вас потрти.","зато падох и остах тако пред господом четрдесет дана и четрдесет ноћи , јер господ беше рекао да ће вас потрти ."
Поновљени закони,9,26,"Ја се молих Господу и рекох: Господе, Вечни!, немој потрти народа свога, који си избавио величанством својим, који си моћном руком својом извео из Египта.","ја се молих господу и рекох : господе , вечни ! , немој потрти народа свога , који си избавио величанством својим , који си моћном руком својом извео из египта ."
Поновљени закони,9,27,"Опомени се слуга својих, Авраама, Исака и Јакова, не гледај на упорност овога народа, на неваљалство његово и на грехе његове,","опомени се слуга својих , авраама , исака и јакова , не гледај на упорност овога народа , на неваљалство његово и на грехе његове ,"
Поновљени закони,9,28,"да не рече земља одакле си нас извео: Није имао Господ моћ да их уведе у земљу коју им обећа, и зато што их је мрзео, зато их изведе да погину у пустињи.","да не рече земља одакле си нас извео : није имао господ моћ да их уведе у земљу коју им обећа , и зато што их је мрзео , зато их изведе да погину у пустињи ."
Поновљени закони,9,29,"А они су твој народ и твоје наслеђе, које си силом својом великом и мишицом својом подигнутом из Египта извео.","а они су твој народ и твоје наслеђе , које си силом својом великом и мишицом својом подигнутом из египта извео ."
Поновљени закони,10,1,"У то време Господ ми рече: Истеши две плоче од камена као што беху оне прве, изиђи к мени на гору и начини ковчег од дрвета.","у то време господ ми рече : истеши две плоче од камена као што беху оне прве , изиђи к мени на гору и начини ковчег од дрвета ."
Поновљени закони,10,2,"На те плоче написаћу речи које су биле на првим плочама што си разбио, и ти ћеш их метнути у ковчег.","на те плоче написаћу речи које су биле на првим плочама што си разбио , и ти ћеш их метнути у ковчег ."
Поновљени закони,10,3,"Начиних ковчег од дрвета багремова, истесах две плоче од камена као што беху прве, и изиђох на гору с двема плочама у рукама.","начиних ковчег од дрвета багремова , истесах две плоче од камена као што беху прве , и изиђох на гору с двема плочама у рукама ."
Поновљени закони,10,4,"Господ написа на те плоче што беше прво написано, десет речи које вам изговори на гори исред огња на дан збора, и Господ ми их даде.","господ написа на те плоче што беше прво написано , десет речи које вам изговори на гори исред огња на дан збора , и господ ми их даде ."
Поновљени закони,10,5,"Вратих се и сиђох с горе и метнух плоче у ковчег који начиних, и оне осташе онде као што ми Господ заповеди.","вратих се и сиђох с горе и метнух плоче у ковчег који начиних , и оне осташе онде као што ми господ заповеди ."
Поновљени закони,10,6,"Синови Израиљеви пођоше из Вирота синова Јаканових у Мосеру. Онде умре Арон и онде би сахрањен, а Елеазар син његов наследи га у свештенству.","синови израиљеви пођоше из вирота синова јаканових у мосеру . онде умре арон и онде би сахрањен , а елеазар син његов наследи га у свештенству ."
Поновљени закони,10,7,"Оданде се кренуше за Гадгад, а од Гадгаде за Јотвату, земљу у којој има потока.","оданде се кренуше за гадгад , а од гадгаде за јотвату , земљу у којој има потока ."
Поновљени закони,10,8,"У то време одвоји Господ племе Левијево и даде му заповест да носи ковчег савеза Господњега, да стоји пред Господом и служи му, и да благосиља народ у име његово, што оно и данас чини.","у то време одвоји господ племе левијево и даде му заповест да носи ковчег савеза господњега , да стоји пред господом и служи му , и да благосиља народ у име његово , што оно и данас чини ."
Поновљени закони,10,9,"Зато племе Левијево нема дела ни наслеђа с браћом својом. Господ је наслеђе његово, као што му Господ, Бог твој, рече.","зато племе левијево нема дела ни наслеђа с браћом својом . господ је наслеђе његово , као што му господ , бог твој , рече ."
Поновљени закони,10,10,"Ја остах на гори као и пре: четрдесет дана и четрдесет ноћи, и Господ ме и тад услиши. Господ не хте да те сатре.","ја остах на гори као и пре : четрдесет дана и четрдесет ноћи , и господ ме и тад услиши . господ не хте да те сатре ."
Поновљени закони,10,11,Господ ми рече: Устани и иди пред народом. Нек иду да заузму земљу за коју сам се заклео оцима њиховим да ћу им је дати да је држе.,господ ми рече : устани и иди пред народом . нек иду да заузму земљу за коју сам се заклео оцима њиховим да ћу им је дати да је држе .
Поновљени закони,10,12,"Сад, дакле, Израиљу, шта тражи од тебе Господ, Бог твој, осим да се бојиш Господа, Бога свога, да ходиш свим путевима његовим и да љубиш и служиш Господа, Бога свога, свим срцем својим и свом душом својом,","сад , дакле , израиљу , шта тражи од тебе господ , бог твој , осим да се бојиш господа , бога свога , да ходиш свим путевима његовим и да љубиш и служиш господа , бога свога , свим срцем својим и свом душом својом ,"
Поновљени закони,10,13,"држећи заповести Господње и законе његове, које ти ја данас прописујем да би ти срећан био?","држећи заповести господње и законе његове , које ти ја данас прописујем да би ти срећан био ?"
Поновљени закони,10,14,"Гле, Господа су, Бога твога, небеса и небеса над небесима, земља и све што је у њој.","гле , господа су , бога твога , небеса и небеса над небесима , земља и све што је у њој ."
Поновљени закони,10,15,"И само твојих отаца држао се Господ да их љуби; а после њих изабра он потомство њихово, то јест вас, између свих народа, као што то данас сами видите.","и само твојих отаца држао се господ да их љуби ; а после њих изабра он потомство њихово , то јест вас , између свих народа , као што то данас сами видите ."
Поновљени закони,10,16,Обрезујте дакле срце своје и не будите више тврдоврати.,обрезујте дакле срце своје и не будите више тврдоврати .
Поновљени закони,10,17,"Јер је Господ, Бог ваш, Бог над боговима и Господар над господарима, Бог велики, силни и страховити, који нема личних обзира, нити прима поклона;","јер је господ , бог ваш , бог над боговима и господар над господарима , бог велики , силни и страховити , који нема личних обзира , нити прима поклона ;"
Поновљени закони,10,18,који даје правицу сироти и удовици и љуби странца и даје му хлеб и одећу.,који даје правицу сироти и удовици и љуби странца и даје му хлеб и одећу .
Поновљени закони,10,19,"Љубите странца, јер сте и ви били странци у земљи египатској.","љубите странца , јер сте и ви били странци у земљи египатској ."
Поновљени закони,10,20,"Бој се Господа, Бога свога, њему служи и њега се држи његовим се именом куни.","бој се господа , бога свога , њему служи и њега се држи његовим се именом куни ."
Поновљени закони,10,21,"Он је слава твоја, он је Бог твој, који тебе ради учини велика и страховита дела која твоје очи видеше.","он је слава твоја , он је бог твој , који тебе ради учини велика и страховита дела која твоје очи видеше ."
Поновљени закони,10,22,"Седамдесет душа беше отаца твојих кад сиђоше у Египаг, а сад је Господ учинио од тебе мноштво као звезде на небу.","седамдесет душа беше отаца твојих кад сиђоше у египаг , а сад је господ учинио од тебе мноштво као звезде на небу ."
Поновљени закони,11,1,"Љуби Господа Бога свога, и извршуј увек што ти је заповедио да извршујеш, законе његове, наредбе његове и заповести његове.","љуби господа бога свога , и извршуј увек што ти је заповедио да извршујеш , законе његове , наредбе његове и заповести његове ."
Поновљени закони,11,2,"Познај данас, - што синови ваши не могоше познати ни видети -, казне Господа, Бога свога, величанство његово, крепку руку његову и мишицу његову подигнуту,","познај данас , - што синови ваши не могоше познати ни видети - , казне господа , бога свога , величанство његово , крепку руку његову и мишицу његову подигнуту ,"
Поновљени закони,11,3,"знаке његове и дела његова што учини усред Египта на Фараону, краљу египатскоме и на свој земљи његовој.","знаке његове и дела његова што учини усред египта на фараону , краљу египатскоме и на свој земљи његовој ."
Поновљени закони,11,4,"Познајте што учини Господ војсци египатској, коњима и колима њиховим; како учини те се сручише на њих воде мора Црвенога, кад вас тераху, и за увек их затре;","познајте што учини господ војсци египатској , коњима и колима њиховим ; како учини те се сручише на њих воде мора црвенога , кад вас тераху , и за увек их затре ;"
Поновљени закони,11,5,"и што вама учини у пустињи док не дођосте до овога места,","и што вама учини у пустињи док не дођосте до овога места ,"
Поновљени закони,11,6,"и што учини Датану и Авирону, синовима Елијава, сина Рувимова; како земља отвори уста своја и прогута њих, породице њихове шаторе њихове и све благо што имаху усред Израиља.","и што учини датану и авирону , синовима елијава , сина рувимова ; како земља отвори уста своја и прогута њих , породице њихове шаторе њихове и све благо што имаху усред израиља ."
Поновљени закони,11,7,Јер очи ваше видеше сва велика дела која Господ учини.,јер очи ваше видеше сва велика дела која господ учини .
Поновљени закони,11,8,"Држите зато све заповести које вам ја данас прописујем, да бисте имали снагу да заузмете земљу коју идете да узмете у наслеђе,","држите зато све заповести које вам ја данас прописујем , да бисте имали снагу да заузмете земљу коју идете да узмете у наслеђе ,"
Поновљени закони,11,9,"и да би вам се продужили дани у земљи за коју се Господ закле оцима вашим да ће је дати њима и породу њиховом, земљу у којој тече млеко и мед.","и да би вам се продужили дани у земљи за коју се господ закле оцима вашим да ће је дати њима и породу њиховом , земљу у којој тече млеко и мед ."
Поновљени закони,11,10,"Јер земља у коју идеш да је заузмеш није као земља египатска, из које сте изишли, где си сејао своје семе и заливао својом ногом, као врт од зеља;","јер земља у коју идеш да је заузмеш није као земља египатска , из које сте изишли , где си сејао своје семе и заливао својом ногом , као врт од зеља ;"
Поновљени закони,11,11,"него је земља коју ви идете да заузмете, земља у којој су брда и долине, а натапа је вода с неба,","него је земља коју ви идете да заузмете , земља у којој су брда и долине , а натапа је вода с неба ,"
Поновљени закони,11,12,"земља о којој се стара Господ, Бог твој, и на коју су увек обраћене очи Господа, Бога твога, од почетка до краја године.","земља о којој се стара господ , бог твој , и на коју су увек обраћене очи господа , бога твога , од почетка до краја године ."
Поновљени закони,11,13,"Ако добро слушате заповести које вам данас прописујем, љубећи Господа, Бога свога, и служећи му свим срцем својим и свом душом својом,","ако добро слушате заповести које вам данас прописујем , љубећи господа , бога свога , и служећи му свим срцем својим и свом душом својом ,"
Поновљени закони,11,14,"даваћу кишу земљи вашој на време, и рану и позну, и ти ћеш сабирати жито своје и вино своје и уље своје;","даваћу кишу земљи вашој на време , и рану и позну , и ти ћеш сабирати жито своје и вино своје и уље своје ;"
Поновљени закони,11,15,"и даћу у пољу твоме траву за стоку твоју, и јешћеш и бићеш сит.","и даћу у пољу твоме траву за стоку твоју , и јешћеш и бићеш сит ."
Поновљени закони,11,16,"Чувајте се да се не превари срце ваше да се одметнете и да служите туђим боговима и поклоните им се,","чувајте се да се не превари срце ваше да се одметнете и да служите туђим боговима и поклоните им се ,"
Поновљени закони,11,17,"јер би се разгневио тад Господ на вас и затворио небо да не буде кише, и земља не би дала рода свога, те бисте брзо изгинули у доброј земљи коју вам Господ даје.","јер би се разгневио тад господ на вас и затворио небо да не буде кише , и земља не би дала рода свога , те бисте брзо изгинули у доброј земљи коју вам господ даје ."
Поновљени закони,11,18,Сложите ове речи моје у срце своје и у душу своју и вежите их као знак себи на руку и нека вам буду као почеоник међу очима вашим.,сложите ове речи моје у срце своје и у душу своју и вежите их као знак себи на руку и нека вам буду као почеоник међу очима вашим .
Поновљени закони,11,19,Учите синове своје и говорите им о њима кад седиш у кући својој и кад путем идеш и кад лежеш и кад устајеш.,учите синове своје и говорите им о њима кад седиш у кући својој и кад путем идеш и кад лежеш и кад устајеш .
Поновљени закони,11,20,"Напиши их на стубове куће своје и на врата своја,","напиши их на стубове куће своје и на врата своја ,"
Поновљени закони,11,21,"да би се умножили дани ваши и дани синова ваших у земљи, за коју се Господ заклео оцима вашим да ће им је дати, као дани неба над земљом.","да би се умножили дани ваши и дани синова ваших у земљи , за коју се господ заклео оцима вашим да ће им је дати , као дани неба над земљом ."
Поновљени закони,11,22,"Јер ако добро држите све ове заповести које вам ја прописујем да вршите, љубећи Господа, Бога свога, и ходећи свим путевима његовим и њега се држите,","јер ако добро држите све ове заповести које вам ја прописујем да вршите , љубећи господа , бога свога , и ходећи свим путевима његовим и њега се држите ,"
Поновљени закони,11,23,"тад ће Господ отерати све ове народе испред вас, и победићете народе веће и јаче него што сте сами.","тад ће господ отерати све ове народе испред вас , и победићете народе веће и јаче него што сте сами ."
Поновљени закони,11,24,"Свако место на које ступи стопало ноге ваше биће ваше; од пустиње до Ливана, и од реке, реке Еуфрата, до мора западнога шириће се границе ваше.","свако место на које ступи стопало ноге ваше биће ваше ; од пустиње до ливана , и од реке , реке еуфрата , до мора западнога шириће се границе ваше ."
Поновљени закони,11,25,"Нико се неће пред вама одржати; Господ ће, Бог ваш, као што вам каза, пустити страх и трепет на сваку земљу којом ћете пролазити.","нико се неће пред вама одржати ; господ ће , бог ваш , као што вам каза , пустити страх и трепет на сваку земљу којом ћете пролазити ."
Поновљени закони,11,26,"Гле, износим данас пред вас благослов и проклетство.","гле , износим данас пред вас благослов и проклетство ."
Поновљени закони,11,27,"Благослов, ако слушате заповести Господа, Бога свога, које вам ја данас прописујем,","благослов , ако слушате заповести господа , бога свога , које вам ја данас прописујем ,"
Поновљени закони,11,28,"а проклетство, ако не слушате заповести Господа, Бога свога, него сврнете с пута који вам ја данас прописујем и пођете за другим боговима које не познајете.","а проклетство , ако не слушате заповести господа , бога свога , него сврнете с пута који вам ја данас прописујем и пођете за другим боговима које не познајете ."
Поновљени закони,11,29,"И кад те Господ, Бог твој, уведе у земљу у коју идеш да је заузмеш, тад изреци овај благослов на гори Гаризиму а прохлетство на гори Евалу.","и кад те господ , бог твој , уведе у земљу у коју идеш да је заузмеш , тад изреци овај благослов на гори гаризиму а прохлетство на гори евалу ."
Поновљени закони,11,30,"Оне су преко Јордана идући к западу, у земљи Хананеја, који седе у равни према Галгалу код Морешке равнице.","оне су преко јордана идући к западу , у земљи хананеја , који седе у равни према галгалу код морешке равнице ."
Поновљени закони,11,31,"Јер ћете прећи преко Јордана да уђете у земљу коју вам Господ, Бог ваш, даје да је држите, и узећете је и наставаћете у њој.","јер ћете прећи преко јордана да уђете у земљу коју вам господ , бог ваш , даје да је држите , и узећете је и наставаћете у њој ."
Поновљени закони,11,32,"Пазите, дакле, да извршите све ове законе и наредбе које ја данас износим пред","пазите , дакле , да извршите све ове законе и наредбе које ја данас износим пред"
Поновљени закони,12,1,"Ово су закони и наредбе које ћете држати и извршити докле год живите у земљи коју вам Господ, Бог отаца ваших, даје да је држите.","ово су закони и наредбе које ћете држати и извршити докле год живите у земљи коју вам господ , бог отаца ваших , даје да је држите ."
Поновљени закони,12,2,"Раскопаћете сва места у којима су народи које ћете истерати, служили боговима својим по високим брдима, по хумовима и под сваким зеленим дрветом.","раскопаћете сва места у којима су народи које ћете истерати , служили боговима својим по високим брдима , по хумовима и под сваким зеленим дрветом ."
Поновљени закони,12,3,"Оборићете олтаре њихове и разбићете кипове њихове, попалићете лугове њихове, изломићете резане богове њихове и истребићете име њихово из оних места.","оборићете олтаре њихове и разбићете кипове њихове , попалићете лугове њихове , изломићете резане богове њихове и истребићете име њихово из оних места ."
Поновљени закони,12,4,"Нећете тако чинити Господу, Богу своме;","нећете тако чинити господу , богу своме ;"
Поновљени закони,12,5,"него ћете га тражити у месту његовом, у месту које избере Господ, Бог ваш, између свих племена ваших, да онде намести име своје, и онамо ћете ићи.","него ћете га тражити у месту његовом , у месту које избере господ , бог ваш , између свих племена ваших , да онде намести име своје , и онамо ћете ићи ."
Поновљени закони,12,6,"Онамо ћете носити жртве своје паљенице и друге жртве своје, десетке своје, приносе руку својих, завете своје, драговољне прилоге своје и првине од стоке своје крупне и ситне.","онамо ћете носити жртве своје паљенице и друге жртве своје , десетке своје , приносе руку својих , завете своје , драговољне прилоге своје и првине од стоке своје крупне и ситне ."
Поновљени закони,12,7,"Онде ћете пред Господом, Богом својим, јести и веселити се, ви и породице ваше, свачим за што се прихватите руком својом, чиме вас благослови Господ, Бог ваш.","онде ћете пред господом , богом својим , јести и веселити се , ви и породице ваше , свачим за што се прихватите руком својом , чиме вас благослови господ , бог ваш ."
Поновљени закони,12,8,"Нећете чинити, како ми сада овде чинимо, што је коме драго;","нећете чинити , како ми сада овде чинимо , што је коме драго ;"
Поновљени закони,12,9,"јер још нисте дошли до одмора и наслеђа које вам даје Господ, Бог ваш.","јер још нисте дошли до одмора и наслеђа које вам даје господ , бог ваш ."
Поновљени закони,12,10,"него кад пређете преко Јордана, и станете живети у земљи коју вам даје Господ, Бог ваш, да је држите, и смири вас од свих непријатеља ваших у наоколо, те почнете живети без страха,","него кад пређете преко јордана , и станете живети у земљи коју вам даје господ , бог ваш , да је држите , и смири вас од свих непријатеља ваших у наоколо , те почнете живети без страха ,"
Поновљени закони,12,11,"онда ће бити једно место које ће Господ, Бог ваш, изабрати да у њему настани име своје. Ту ћете ви приносити све што вам ја заповедам, жртве своје паљенице и друге жртве своје, десетке своје, првине своје и изабране приносе које ћете ви Господу доносити за испуњење завета својих.","онда ће бити једно место које ће господ , бог ваш , изабрати да у њему настани име своје . ту ћете ви приносити све што вам ја заповедам , жртве своје паљенице и друге жртве своје , десетке своје , првине своје и изабране приносе које ћете ви господу доносити за испуњење завета својих ."
Поновљени закони,12,12,"Ту ћете се веселити пред Господом, Богом својим, ви и синови ваши и кћери ваше и слуге ваше и слушкиње ваше и Левит који ће бити пред вратима вашим, јер он нема дела ни наслеђа с вама.","ту ћете се веселити пред господом , богом својим , ви и синови ваши и кћери ваше и слуге ваше и слушкиње ваше и левит који ће бити пред вратима вашим , јер он нема дела ни наслеђа с вама ."
