book,chapter,verse,text
Лука,9,62,"А Исус му рече: Ниједан ко је метнуо руку своју на плуг па се обазире назад, није приправан за Царство Божије."
Лука,10,1,"А потом изабра Господ и друге, Седамдесеторицу, и посла их два по два пред лицем својим у сваки град и мјесто куда намјераваше сам ићи."
Лука,10,2,"И рече им: Жетве је много, а посленика мало: зато се молите господару жетве да изведе посленике на жетву своју."
Лука,10,3,Идите; ево ја вас шаљем као јагањце међу вукове.
Лука,10,4,"Не носите кесу ни торбу ни обућу, и никога не поздрављајте на путу."
Лука,10,5,У коју год кућу уђете најприје кажите: Мир дому овоме!
Лука,10,6,"И ако буде ондје син мира, остаће на њему мир ваш; ако ли не буде, вратиће се вама."
Лука,10,7,"А у тој кући будите, и једите и пијте што у њих има, јер је посленик достојан плате своје; не прелазите из куће у кућу."
Лука,10,8,"И у који год град уђете и приме вас, једите што вам се изнесе,"
Лука,10,9,"И исцјељујте болеснике који су у њему, и говорите им; Приближило вам се Царство Божије."
Лука,10,10,"И у који год град уђете и не приме вас, изишавши на тргове његове, реците:"
Лука,10,11,И прах што нам је прионуо од града вашега за ноге наше отресамо вам. Али ово знајте да вам се приближило Царство Божије!
Лука,10,12,Кажем вам да ће Содому бити лакше у Дан онај неголи граду томе.
Лука,10,13,"Тешко теби, Хоразине! Тешко теби, Витсаидо! Јер да су у Тиру и Сидону била чудеса што су била у вама, давно би се, сједећи у костријети и пепелу, покајали."
Лука,10,14,Али Тиру и Сидону биће лакше на Суду него вама.
Лука,10,15,"И ти, Капернауме, који си се до неба подигао, до ада ћеш се сурвати."
Лука,10,16,"Ко вас слуша, мене слуша, и ко се вас одриче, мене се одриче; а ко се мене одриче, одриче се Онога који је мене послао."
Лука,10,17,"Вратише се пак Седамдесеторица са радошћу говорећи: Господе, и демони нам се покоравају у име твоје."
Лука,10,18,А он им рече: Видјех сатану гдје паде са неба као муња.
Лука,10,19,"Ево вам дајем власт да стајете на змије и скорпије и на сву силу вражију, и ништа вам неће наудити."
Лука,10,20,"Али се томе не радујте што вам се духови покоравају, него се радујте што су имена ваша написана на небесима."
Лука,10,21,"У тај час обрадова се духом Исус и рече: Хвалим те, Оче, Господе неба и земље, што си ово сакрио од мудрих и разборитих, а открио то безазленима. Да, Оче, јер је тако била воља твоја."
Лука,10,22,"И окренувши се ученицима рече: Све је мени предао Отац мој, и нико не зна ко је Син, осим Оца, ни ко је Отац, осим Сина, и ако Син хоће коме открити."
Лука,10,23,И окренувши се ученицима насамо рече: Благо очима које виде што ви видите.
Лука,10,24,"Јер вам кажем да су многи пророци и цареви жељели видјети што ви видите, и не видјеше; и чути што ви чујете, и не чуше."
Лука,10,25,"И гле, законик неки устаде и кушајући га рече: Учитељу, шта ми треба чинити да наслиједим живот вјечни?"
Лука,10,26,А он му рече: Шта је написано у Закону? Како читаш?
Лука,10,27,"А он одговарајући рече: Љуби Господа Бога својега свим срцем својим, и свом душом својом, и свом снагом својом, и свим умом својим; и ближњега свога као самога себе."
Лука,10,28,А он му рече: Право си одговорио; то чини и живјећеш.
Лука,10,29,"А он, желећи себе да оправда, рече Исусу: А ко је ближњи мој?"
Лука,10,30,"А Исус одговарајући рече: Човјек неки силажаше из Јерусалима у Јерихон, и западе међу разбојнике, и ови га свукоше и ране му зададоше, па одоше, а њега полумртва оставише."
Лука,10,31,"Случајно пак силажаше оним путем неки свештеник и видјевши га, прође."
Лука,10,32,"А тако и левит, кад је био на оном мјесту, приступивши, погледа га и прође."
Лука,10,33,"А Самарјанин неки путујући дође до њега, па кад га видје сажали му се;"
Лука,10,34,"И приступивши зави му ране и зали уљем и вином; и посадивши га на своје кљусе, доведе га у гостионицу, и постара се око њега."
Лука,10,35,"И сутрадан полазећи извади два динара те даде гостионичару, и рече му: Побрини се за њега, а што више потрошиш ја ћу ти платити кад се вратим."
Лука,10,36,"Шта мислиш, дакле, који је од оне тројице био ближњи ономе што бјеше запао међу разбојнике?"
Лука,10,37,"А он рече: Онај који му милост учини. А Исус му рече: Иди, па и ти чини тако."
Лука,10,38,"А кад путоваху и он уђе у једно село, а жена нека, по имену Марта, прими га у кућу своју."
Лука,10,39,"И у ње бјеше сестра по имену Марија, која сједе код ногу Исусових и слушаше бесједу његову."
Лука,10,40,"А Марта се заузела да га што боље услужи, и приступивши му рече: Господе, зар ти не мариш што ме сестра моја остави саму да служим? Реци јој, дакле, да ми помогне."
Лука,10,41,"А Исус одговарајући рече јој: Марта, Марта, бринеш се и узнемираваш за много,"
Лука,10,42,А само је једно потребно. Али је Марија добри дио изабрала који јој се неће одузети.
Лука,11,1,"И када се он мољаше Богу на једном мјесту па престаде, рече му неки од ученика његових: Господе, научи нас молити се, као што и Јован научи ученике своје."
Лука,11,2,А он им рече: Када се молите говорите: и на земљи као на небу.
Лука,11,3,Хљеб наш насушни дај нам сваки дан;
Лука,11,4,"И опрости нам гријехе наше, јер и ми опраштамо свакоме дужнику својему; и не уведи нас у искушење; него нас избави од злога."
Лука,11,5,"И рече им: Који од вас има пријатеља и отиде му у поноћ и рече му: Пријатељу, дај ми три хљеба у зајам,"
Лука,11,6,Јер ми дође пријатељ с пута и немам чиме да га послужим.
Лука,11,7,"А он изнутра одговарајући да рече: Немој ме узнемиравати; већ су врата затворена, и дјеца су моја са мном у постељи; не могу устати да ти дам."
Лука,11,8,"Кажем вам: Ако и не устане да му даде зато што му је пријатељ, али за његову безочност устаће и даће колико му треба."
Лука,11,9,И ја вама кажем: Иштите и даће вам се; тражите и наћи ћете; куцајте и отвориће вам се.
Лука,11,10,"Јер сваки који иште, добија; и који тражи, налази; и који куца, отвара му се."
Лука,11,11,"Који је међу вама отац од кога ако син заиште хљеба, да му даде камен? Или ако заиште рибу, да му мјесто рибе даде змију?"
Лука,11,12,"Или ако заиште јаје, да му даде скорпију?"
Лука,11,13,"Када дакле ви, зли будући, умијете добре даре давати дјеци својој, колико ће више Отац ваш небески дати Духа Светога онима који ишту од њега?"
Лука,11,14,"И изгоњаше демона, и тај бјеше нијем; и кад изиђе демон, проговори нијеми; и дивљаше се народ."
Лука,11,15,"А неки од њих рекоше: Помоћу Веелзевула, кнеза демонскога, изгони демоне."
Лука,11,16,А други кушајући га искаху од њега знак са неба.
Лука,11,17,"А он знајући помисли њихове рече им: Свако царство које се раздијели само у себи, опустјеће, и дом који се раздијели сам у себи, пропашће."
Лука,11,18,"Ако се и сатана раздијели сам у себи, како ће опстати царство његово? Јер говорите да помоћу Веелзевула изгоним демоне."
Лука,11,19,"Ако ли ја помоћу Веелзевула изгоним демоне, синови ваши чијом помоћу изгоне? Зато ће вам они бити судије."
Лука,11,20,"А ако ли ја прстом Божијим изгоним демоне, дакле, стигло вам је Царство Божије."
Лука,11,21,"Кад се јаки наоружа и чува свој двор, имање је његово на миру."
Лука,11,22,"А када дође јачи од њега и надвлада га, узме све оружје његово у које се уздао, и раздијели што је заплијенио од њега."
Лука,11,23,"Који није са мном, против мене је; и који не сабира са мном, расипа."
Лука,11,24,"Кад нечисти дух изиђе из човјека, пролази кроз безводна мјеста тражећи покоја, и не налазећи говори: Вратићу се у дом свој откуда сам изишао."
Лука,11,25,И дошавши нађе пометен и украшен.
Лука,11,26,"Тада отиде и узме седам других духова горих од себе, и ушавши обитавају ондје; и потоње стање бива човјеку ономе горе од првога."
Лука,11,27,"А док он то говораше, подиже глас једна жена из народа и рече му: Блажена утроба која те је носила, и дојке које си сисао!"
Лука,11,28,"А он рече: Ваистину, блажени су они који слушају ријеч Божију и држе је."
Лука,11,29,"А народу који се скупљаше стаде говорити: Нараштај је овај зао нараштај; иште знак, и неће му се дати знак осим знака Јоне пророка."
Лука,11,30,"Јер као што Јона би знак Ниневљанима, тако ће и Син Човјечији бити знак нараштају овоме."
Лука,11,31,"Царица јужна устаће на суду с људима нараштаја овога, и осудиће их; јер она дође с краја земље да слуша мудрост Соломонову, а гле, овдје је већи од Соломона."
Лука,11,32,"Људи Ниневљани ће устати на суду с нараштајем овим, и осудиће га, јер се покајаше на проповијед Јонину, а гле, овдје је већи од Јоне."
Лука,11,33,"Нико пак не меће запаљену свјетиљку на скривено мјесто, нити под суд, него на свјећњак да виде свјетлост они који улазе."
Лука,11,34,"Свјетиљка тијелу је око. Ако, дакле, око твоје буде здраво, и све тијело твоје биће свијетло; ако ли око твоје буде кварно, и тијело ће твоје бити тамно."
Лука,11,35,"Пази, дакле, да свјетлост која је у теби не буде тама."
Лука,11,36,"Јер ако је све тијело твоје свијетло да нема ниједнога дијела тамна, биће свијетло цијело као кад те свјетиљка обасјава свјетлошћу."
Лука,11,37,"А кад он то говораше, мољаше га неки фарисеј да обједује код њега. А он ушавши сједе за трпезу."
Лука,11,38,А фарисеј се зачуди кад видје да се најприје не опра прије обједа.
Лука,11,39,"А Господ му рече. Сад ви фарисеји споља чистите чашу и здјелу, а изнутра сте пуни грабежа и злобе."
Лука,11,40,"Безумници, није ли онај начинио и изнутра који је начинио споља?"
Лука,11,41,"Али подајте милостињу од онога што је унутра; и гле, све ће вам бити чисто."
Лука,11,42,"Али тешко вама фарисејима што дајете десетак од метвице и руте и од свакога поврћа, а обилазите правду и љубав Божију: ово је требало чинити, и оно не изостављати."
Лука,11,43,Тешко вама фарисејима што волите зачеља по синагогама и поздраве на трговима.
Лука,11,44,"Тешко вама, књижевници и фарисеји, лицемјери, што сте као непримјетни гробови, те људи по њима одозго газе а не знају."
Лука,11,45,"А неки од законика одговарајући рече му: Учитељу, говорећи то и нас вријеђаш."
Лука,11,46,"А он рече: Тешко и вама законицима што товарите на људе бремена тешка за ношење, а ви ни једним прстом својим нећете да се прихватите бремена."
Лука,11,47,"Тешко вама што зидате гробнице пророцима, а ваши су их оцеви побили."
Лука,11,48,"Ви, дакле, свједочите и одобравате дјела отаца својих; јер их они побише, а ви им гробнице зидате."
Лука,11,49,"Зато и премудрост Божија рече: Послаћу им пророке и апостоле, и од њих ће једне побити, а друге протјерати;"
Лука,11,50,Да се иште од рода овога крв свију пророка проливена од постања свијета.
Лука,11,51,"Од крви Авељеве све до крви Захарије, који погибе између жртвеника и храма. Да, кажем вам, искаће се од рода овога."
Лука,11,52,"Тешко вама законицима, што узесте кључ од знања: сами не уђосте, а оне који би ушли спречисте."
Лука,11,53,"А док им он ово говораше, почеше књижевници и фарисеји жестоко да га нападају и да наваљују разним питањима,"
Лука,11,54,Вребајући га и тражећи не би ли што уловили из уста његових да би га окривили.
Лука,12,1,"Када се, међутим, сабра на хиљаде и хиљаде народа да стадоше газити једни друге, поче говорити најприје ученицима својим: Чувајте се квасца фарисејскога, а то је лицемјерје."
Лука,12,2,"А ништа није сакривено што се неће открити, ни тајно што се неће дознати."
Лука,12,3,"Зато, оно што у мраку рекосте, чуће се на видјелу; и што на ухо шаптасте у одајама, проповиједаће се на крововима."
Лука,12,4,"А кажем вама, пријатељима својим: Не бојте се оних који убијају тијело и потом не могу ништа више учинити."
Лука,12,5,"Него ћу вам указати кога да се бојите: Бојте се онога који, пошто убије, има власт бацити у пакао; да, кажем вам, њега се бојте."
Лука,12,6,Не продаје ли се пет врабаца за двије паре? И ниједан од њих није заборављен пред Богом.
Лука,12,7,А у вас је и свака длака на глави избројана. Не бојте се дакле; ви сте бољи од много врабаца.
Лука,12,8,"Него вам кажем: Који год призна мене пред људима, признаће и Син Човјечији њега пред анђелима Божијим;"
Лука,12,9,"А који се одрече мене пред људима, тога ћу се одрећи пред анђелима Божијим."
Лука,12,10,"И сваки који рече ријеч против Сина Човјечијега, опростиће му се, а који похули на Светога Духа неће му се опростити."
Лука,12,11,"А кад вас доведу у синагоге и пред началства и власти, не брините се како ћете или шта одговорити или шта ћете казати;"
Лука,12,12,Јер ће вас Свети Дух научити у онај час шта треба рећи.
Лука,12,13,"Рече му пак неко из народа: Учитељу, реци брату мојему да подијели са мном наслијеђе."
Лука,12,14,"А он му рече: Човјече, ко мене постави судијом или дјелитељем над вама?"
Лука,12,15,"А њима рече: Гледајте и чувајте се сваке грамзивости, јер нико не живи од имовине своје, што је сувише богат."
Лука,12,16,Каза им пак причу говорећи: У једнога богатог човјека роди њива.
Лука,12,17,"И размишљаше у себи говорећи: Шта да чиним, јер немам у шта сабрати љетину своју?"
Лука,12,18,И рече: Ово ћу учинити: срушићу житнице своје и саградићу веће; и ондје ћу сабрати сва жита моја и добра моја;
Лука,12,19,"И казаћу души својој: Душо; имаш многа добра сабрана за многе године; почивај, једи, пиј, весели се,"
Лука,12,20,"А Бог му рече: Безумниче, ове ноћи тражиће душу твоју од тебе; а оно што си припремио чије ће бити?"
Лука,12,21,"Тако бива ономе који себи тече благо, а не богати се Богом."
Лука,12,22,"А ученицима својим рече: Зато вам кажем: не брините се душом својом шта ћете јести, ни тијелом у шта ћете се одјенути;"
Лука,12,23,Душа је претежнија од јела и тијело од одијела.
Лука,12,24,"Погледајте гавране како не сију, нити жању, нити имају ризницу ни житницу, и Бог их храни. А колико сте ви претежнији од птица!"
Лука,12,25,А ко од вас бринући се може додати расту своме лакат један?
Лука,12,26,"Ако, дакле, не можете ни најмање, зашто се бринете за остало?"
Лука,12,27,"Погледајте кринове како расту: не труде се, нити преду; али вам кажем: ни Соломон у свој слави својој не обуче се као један од њих."
Лука,12,28,"Ако ли траву у пољу, која данас јесте, а сутра се у пећ баца, Бог тако одијева, колико ће више вас, маловјерни!"
Лука,12,29,"Ни ви не иштите шта ћете јести и шта ћете пити, и не узнемиравајте се."
Лука,12,30,Јер све ово траже незнабошци овога свијета; а Отац ваш зна да вама треба ово.
Лука,12,31,"Него иштите Царство Божије, и све ово ће вам се додати."
Лука,12,32,"Не бој се, мало стадо, јер би воља Оца вашега да вам даде Царство."
Лука,12,33,"Продајте што имате и дајте милостињу; начините себи кесе које неће овештати, ризницу на небесима која се неће испразнити, гдје се лопов не приближава, нити мољац квари."
Лука,12,34,Јер гдје је благо ваше ондје ће бити и срце ваше.
Лука,12,35,Нека буду бедра ваша опасана и свјетиљке запаљене.
Лука,12,36,"А ви слични људима који чекају господара својега, када ће се вратити са свадбе да му, чим дође и куцне, одмах отворе."
Лука,12,37,"Благо слугама оним које господар дошавши нађе будне. Заиста вам кажем да ће се опасати, и посадиће их, и приступиће те ће им служити."
Лука,12,38,"И ако дође у другу стражу, и у трећу стражу дође,и нађе их тако, благо слугама оним."
Лука,12,39,"Али ово знајте: кад би знао домаћин у који ће час доћи лопов, бдио би, и не би пустио да му поткопају кућу."
Лука,12,40,"И ви, дакле, будите спремни; јер у који час не мислите, доћи ће Син Човјечији,"
Лука,12,41,"А Петар му рече: Господе, говориш ли ову причу нама или свима?"
Лука,12,42,"А Господ рече: Ко је, дакле, тај вјерни и мудри управитељ, којега ће поставити господар над чељади својом да им даје оброк на вријеме?"
Лука,12,43,"Благо слуги ономе којега господар његов, дошавши, нађе да чини тако."
Лука,12,44,"Заиста вам кажем, над свим имањем својим поставиће га."
Лука,12,45,"Ако ли рече слуга тај у срцу својему: Неће мој господар још за дуго доћи; и стане бити слуге и слушкиње, и јести и пити, и опијати се;"
Лука,12,46,"Доћи ће господар тога слуге у дан кад не очекује, и у час кад не зна, и расјећи ће га. и дио његов метнуће с невјернима."
Лука,12,47,"А онај слуга који је знао вољу господара својега и није приправио нити учинио по вољи његовој, биће много бијен;"
Лука,12,48,"А који није знао. па је учинио што заслужује батине, биће мало бијен. А од свакога коме је много дано, много ће се и тражити: а коме је повјерено много, од њега ће се више искати."
Лука,12,49,Дођох да бацим огањ на земљу; и како бих желио да се већ запалио!
Лука,12,50,"Али се мени ваља крстити крштењем, и како ми је тешко док се то не изврши!"
Лука,12,51,"Мислите ли да сам дошао да мир дам на земљи? Не, кажем вам, него раздјељење."
Лука,12,52,"Јер од сада ће петоро у једној кући бити раздијељени: троје против двоје, и двоје против троје."
Лука,12,53,Одијелиће се отац од сина и син од оца; мати од кћери и кћи од матере; биће свекрва против снахе своје и снаха против свекрве своје.
Лука,12,54,"А и народу говораше: Кад видите облак гдје се диже од запада, одмах кажете: Долази пљусак; и бива тако."
Лука,12,55,И кад видите гдје југо дува кажете: Биће жега; и бива.
Лука,12,56,"Лицемјери, лице неба и земље умијете распознавати, а вријеме ово како не распознајете?"
Лука,12,57,А зашто и сами од себе не судите оно што је праведно?
Лука,12,58,"Јер кад идеш са супарником својим поглавару, потруди се да се још на путу избавиш од њега, да те не одвуче судији, и судија да те не преда тамничару, а тамничар да те не баци у тамницу."
Лука,12,59,Кажем ти: Нећеш изићи оданде док не даш и посљедњу пару.
Лука,13,1,У то пак вријеме дођоше неки и казаше му за Галилејце чију крв Пилат помијеша са жртвама њиховим.
Лука,13,2,"И одговарајући Исус рече им: Мислите ли да су ти Галилејци били грјешнији од свију Галилејаца, кад су тако пострадали?"
Лука,13,3,"Нису, кажем вам, него ако се не покајете, сви ћете тако изгинути."
Лука,13,4,"Или оних осамнаест што на њих паде кула у Силоаму и поби их, мислите ли да су они кривљи били од свију људи што живе у Јерусалиму?"
Лука,13,5,"Нису, кажем вам, него ако се не покајете, сви ћете тако изгинути."
Лука,13,6,"Каза пак ову причу: Неко имађаше смокву посађену у своме винограду, и дође да тражи рода на њој, и не нађе."
Лука,13,7,"Онда рече виноградару: Ево три године како долазим и тражим рода на овој смокви, и не налазим. Посијеци је! Зашто и земљу да слаби?"
Лука,13,8,"А он одговарајући рече му: Господару, остави је и ове године док окопам око ње и метнем ђубриво."
Лука,13,9,"Па ће можда родити; ако ли не, посјећи ћеш је доцније."
Лука,13,10,А учаше у једној синагоги суботом.
Лука,13,11,"И гле, бјеше ондје жена која имађаше духа немоћи осамнаест година, и бјеше згрчена, и не могаше се никако усправити."
Лука,13,12,"А кад је видје Исус, призва је и рече јој: Жено, ослобођена си од немоћи своје."
Лука,13,13,"И стави на њу руке, и одмах се усправи и слављаше Бога."
Лука,13,14,"А старјешина синагоге, негодујући што је Исус исцијели у суботу, одговоривши рече народу: Шест је дана у које треба радити; у ове, дакле, долазите те се лијечите, а не у дан суботни."
Лука,13,15,"А Господ му одговори и рече: Лицемјере, сваки од вас не одрјешује ли у суботу својега вола или магарца од јасала и води да напоји?"
Лука,13,16,"А ову, кћер Авраамову, коју свеза сатана ево осамнаест година, не требаше ли одријешити од ове свезе у дан суботни?"
Лука,13,17,И док он ово говораше стиђаху се сви који му се противљаху; а сав народ радоваше се за сва славна дјела што их он чињаше.
Лука,13,18,"А он говораше: Чему је слично Царство Божије, и са чиме ћу га упоредити?"
Лука,13,19,"Слично је зрну горушичном, које узевши човјек баци у врт свој, и узрасте и поста дрво велико, и птице небеске настанише се на гранама његовим."
Лука,13,20,Опет рече: Са чиме ћу упоредити Царство Божије?
Лука,13,21,"Слично је квасцу који узе жена и покри га у три копање брашна, док не ускисе све."
Лука,13,22,И пролажаше по градовима и селима учећи и идући у Јерусалим.
Лука,13,23,"Рече му пак неко: Господе, Је ли мало оних који се спасавају? А он им рече:"
Лука,13,24,Борите се да уђете на уска врата; јер вам кажем: многи ће тражити да уђу и неће моћи.
Лука,13,25,"Кад устане домаћин и затвори врата, и почнете напољу стајати и куцати у врата говорећи: Господе, Господе, отвори нам! И одговарајући рећи ће вам: Не познајем вас откуда сте."
Лука,13,26,"Тада ћете почети да говорите: Једосмо пред тобом и писмо, и по трговима нашим учио си."
Лука,13,27,"А он ће рећи: Кажем вам, не познајем вас откуда сте. Одступите од мене сви који чините неправду!"
Лука,13,28,"Ондје ће бити плач и шкргут зуба, кад видите Авраама и Исака и Јакова и све пророке у Царству Божијем, а себе напољу истјеране."
Лука,13,29,И доћи ће од истока и запада и од сјевера и југа и сјешће за трпезу у Царству Божијем.
Лука,13,30,"И гле, има посљедњих који ће бити први, и има првих који ће бити посљедњи."
Лука,13,31,"У тај дан приступише неки фарисеји говорећи му: Изиђи и иди одавде, јер Ирод хоће да те убије."
Лука,13,32,"И рече им: Идите и кажите тој лисици: Ево изгоним демоне и вршим исцјељења данас и сутра, а трећи дан завршићу."
Лука,13,33,Али данас и сутра и прекосутра треба ми ићи; јер пророк не може погинути изван Јерусалима.
Лука,13,34,"Јерусалиме, Јерусалиме, који убијаш пророке и каменујеш послане теби, колико пута хтједох да саберем чеда твоја као кокош пилиће своје под крила, и не хтједосте!"
Лука,13,35,"Ето, оставља вам се дом ваш пуст. А кажем вам: нећете ме видјети док не дође да речете: Благословен који долази у име Господње!"
Лука,14,1,И догоди се да уђе у суботу у дом једног од старјешина фарисејских да једе хљеб; и они мотраху на њега.
Лука,14,2,"И гле, бјеше пред њим неки човјек који имаше водену болест."
Лука,14,3,И одговарајући Исус рече законицима и фарисејима говорећи: Је ли допуштено у суботу лијечити? А они оћуташе.
Лука,14,4,"И он га се дохвати, исцијели га и отпусти."
Лука,14,5,"И одговарајући рече им: Који од вас не би својега магарца или вола, да упадне у бунар, одмах извадио у дан суботни?"
Лука,14,6,И не могоше му одговорити на то.
Лука,14,7,"А званицама каза причу, кад опази како избираху зачеља, и рече им:"
Лука,14,8,"Кад те ко позове на свадбу, не сједај у зачеље, да не буде међу званицама неко угледнији од тебе;"
Лука,14,9,"И да не дође онај који је позвао и тебе и њега, и рекне ти: Подај мјесто овоме. И онда ћеш са стидом поћи да заузмеш посљедње мјесто."
Лука,14,10,"Него кад будеш позван, дошавши сједи на посљедње мјесто, да ти онај који те је позвао рече када дође: Пријатељу, помакни се навише. Тада ће ти бити част пред онима који сједе с тобом за трпезом."
Лука,14,11,"Јер сваки који себе узвисује понизиће се, а који себе понизује узвисиће се."
Лука,14,12,"А и ономе што га је позвао рече: Када дајеш ручак или вечеру, не зови пријатеље своје, ни браћу своју, ни рођаке своје, ни богате сусједе, да не би онда и они тебе позвали и вратили ти."
Лука,14,13,"Него кад чиниш гозбу, зови сиромахе, богаље, хроме, слијепе;"
Лука,14,14,И блажен ћеш бити што ти они немају чиме вратити; него ће ти се вратити о васкрсењу праведних.
Лука,14,15,"А када то чу неки од оних што сјеђаху с њима за трпезом, рече му: Блажен је онај који буде јео објед у Царству Божијем!"
Лука,14,16,А он му рече: Неки човјек зготови велику вечеру и позва многе.
Лука,14,17,"И у вријеме вечере, посла слугу својега да каже званицама: Дођите, јер је већ све готово."
Лука,14,18,"И почеше се сви редом изговарати. Први му рече: Купих њиву и морам изићи да је видим; молим те, изговори ме."
Лука,14,19,"И други рече: Купих пет јармова волова, и идем да их огледам; молим те, изговори ме."
Лука,14,20,"И трећи рече: Ожених се, и зато не могу доћи."
Лука,14,21,"И дошавши слуга тај, јави ово господару своме. Тада се разгњеви домаћин и рече слуги своме: Изиђи брзо на тргове и улице градске, и доведи амо сиромахе, и богаље и хроме, и слијепе."
Лука,14,22,"И рече слуга: Господару, учињено је како си заповједио, и још има мјеста."
Лука,14,23,"И рече господар слуги: Изиђи на путеве и међу ограде, и приволи их да уђу да ми се напуни дом."
Лука,14,24,"Јер вам кажем да ниједан од оних званих људи неће окусити моје вечере. Јер је много званих, али је мало изабраних."
Лука,14,25,"Иђаше пак с њиме мноштво народа, и обазревши се рече им:"
Лука,14,26,"Ако неко дође мени и не мрзи оца својега, и матер, и жену, и дјецу, и браћу, и сестре, па и живот свој, не може бити мој ученик."
Лука,14,27,"И ко не носи крста својега и за мном не иде, не може бити мој ученик."
Лука,14,28,"Јер ко од вас, кад хоће да зида кулу, не сједне најприје да прорачуна издатке, да ли може довршити?"
Лука,14,29,"Да не би, кад постави темељ па не могне довршити, сви који гледају стали му се ругати."
Лука,14,30,"Говорећи: Овај човјек поче зидати, па не може да доврши."
Лука,14,31,"Или који цар, кад пође у рат да се сукоби са другим царем, не сједне најприје и не посавјетује се да ли је моћан срести са десет хиљада онога што иде на њега са двадесет хиљада?"
Лука,14,32,"Ако ли није, он пошаље изасланство док је онај још далеко и моли за мир."
Лука,14,33,"Тако, дакле, сваки од вас који се не одрече свега што има, не може бити мој ученик."
Лука,14,34,"Со је добра, али ако и со обљутави, чиме ће се осолити?"
Лука,14,35,"Није погодна ни за земљу ни за гнојиво, него је проспу напоље. Ко има уши да чује, нека чује!"
Лука,15,1,А приближаваху му се сви цариници и грјешници да га чују.
Лука,15,2,А фарисеји и књижевници гунђаху говорећи: Овај прима грјешнике и једе с њима.
Лука,15,3,А он им каза причу ову говорећи:
Лука,15,4,"Који човјек од вас, имајући сто оваца и изгубивши једну од њих, не остави деведесет и девет у пустињи и не иде за изгубљеном док је не нађе?"
Лука,15,5,"И кад је нађе, метне је на рамена своја радујући се,"
Лука,15,6,"И дошавши дома, сазове пријатеље и сусједе говорећи им: Радујте се са мном, јер нађох овцу своју изгубљену."
Лука,15,7,"Кажем вам да ће тако бити већа радост на небу због једнога грјешника који се каје, неголи за деведесет и девет праведника који немају потребе за покајањем."
Лука,15,8,"Или која жена, имајући десет драхми, ако изгуби једну драхму, не запали свјетиљку и не помете кућу и не тражи пажљиво док не нађе?"
Лука,15,9,"И нашавши сазове пријатељице и сусјетке, говорећи: Радујте се са мном јер нађох драхму коју изгубих."
Лука,15,10,"Тако, кажем вам, бива радост пред анђелима Божијим због једнога грјешника који се каје."
Лука,15,11,"И рече: Човјек неки имађаше два сина,"
Лука,15,12,"И рече млађи од њих оцу: Оче, дај ми дио имања што припада мени. И он им подијели имање."
